INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;GEN_FACT;GEN_PLAN
17;21.01.2018 0:00:00;1;0;107206;112438;112285
18;21.01.2018 0:00:00;1;0;105458;110045;110804
19;21.01.2018 0:00:00;1;0;103854;108862;108338
20;21.01.2018 0:00:00;1;0;100782;105394;105590
21;21.01.2018 0:00:00;1;0;96653;100871;101569
22;21.01.2018 0:00:00;1;0;92221;96930;97736
23;21.01.2018 0:00:00;1;0;90366;94506;96088
0;22.01.2018 0:00:00;1;0;89234;92708;94568
1;22.01.2018 0:00:00;1;0;88357;92306;93710
2;22.01.2018 0:00:00;1;0;89074;94222;94330
3;22.01.2018 0:00:00;1;0;91165;96651;96486
4;22.01.2018 0:00:00;1;0;95490;100986;100670
5;22.01.2018 0:00:00;1;0;102000;106477;105882
6;22.01.2018 0:00:00;1;0;106933;110990;109906
7;22.01.2018 0:00:00;1;0;110108;114090;113314
8;22.01.2018 0:00:00;1;0;111433;115400;114292
9;22.01.2018 0:00:00;1;0;111016;115296;114298
10;22.01.2018 0:00:00;1;0;109894;113994;113695
11;22.01.2018 0:00:00;1;0;109641;113787;113318
12;22.01.2018 0:00:00;1;0;109600;113778;113515
13;22.01.2018 0:00:00;1;0;109198;113503;113229
14;22.01.2018 0:00:00;1;0;110037;114856;114082
15;22.01.2018 0:00:00;1;0;111382;116208;115327
16;22.01.2018 0:00:00;1;0;111997;116298;116134
17;22.01.2018 0:00:00;1;0;111298;115416;114954
18;22.01.2018 0:00:00;1;0;109225;113081;112781
19;22.01.2018 0:00:00;1;0;106647;110479;110376
20;22.01.2018 0:00:00;1;0;103249;107585;107703
21;22.01.2018 0:00:00;1;0;98579;102534;103414
22;22.01.2018 0:00:00;1;0;94768;98794;99664
23;22.01.2018 0:00:00;1;0;92386;96490;97032
0;23.01.2018 0:00:00;1;0;90739;95257;95429
1;23.01.2018 0:00:00;1;0;90253;94985;95690
2;23.01.2018 0:00:00;1;0;90649;96482;96629
3;23.01.2018 0:00:00;1;0;92725;98360;98569
4;23.01.2018 0:00:00;1;0;96952;102768;102355
5;23.01.2018 0:00:00;1;0;103205;107863;107249
6;23.01.2018 0:00:00;1;0;107434;111973;111440
7;23.01.2018 0:00:00;1;0;110554;114814;114367
8;23.01.2018 0:00:00;1;0;111328;115505;115558
9;23.01.2018 0:00:00;1;0;111168;115002;114861
10;23.01.2018 0:00:00;1;0;109959;113928;113825
11;23.01.2018 0:00:00;1;0;109719;113906;113430
12;23.01.2018 0:00:00;1;0;109346;113339;113437
13;23.01.2018 0:00:00;1;0;109464;113708;113273
14;23.01.2018 0:00:00;1;0;109776;114162;114148
15;23.01.2018 0:00:00;1;0;110832;115105;115637
16;23.01.2018 0:00:00;1;0;112386;116499;116580
17;23.01.2018 0:00:00;1;0;111559;115607;115486
18;23.01.2018 0:00:00;1;0;109338;113697;113683
19;23.01.2018 0:00:00;1;0;107235;111344;110872
20;23.01.2018 0:00:00;1;0;103651;108527;107948
21;23.01.2018 0:00:00;1;0;98483;103429;103758
22;23.01.2018 0:00:00;1;0;95171;99812;100182
23;23.01.2018 0:00:00;1;0;92150;96999;97471
0;24.01.2018 0:00:00;1;0;90714;95100;96153
1;24.01.2018 0:00:00;1;0;89850;95712;96133
2;24.01.2018 0:00:00;1;0;90339;96132;96842
3;24.01.2018 0:00:00;1;0;92754;98705;98462
4;24.01.2018 0:00:00;1;0;96756;102612;102476
5;24.01.2018 0:00:00;1;0;103267;108053;107975
6;24.01.2018 0:00:00;1;0;107606;112483;111903
7;24.01.2018 0:00:00;1;0;110884;115931;115057
8;24.01.2018 0:00:00;1;0;112027;116647;116295
9;24.01.2018 0:00:00;1;0;111274;116167;115804
10;24.01.2018 0:00:00;1;0;110004;114679;114899
11;24.01.2018 0:00:00;1;0;109534;114173;114613
12;24.01.2018 0:00:00;1;0;109489;114433;114395
13;24.01.2018 0:00:00;1;0;109366;114038;114582
14;24.01.2018 0:00:00;1;0;109731;115126;115104
15;24.01.2018 0:00:00;1;0;110636;115147;116054
16;24.01.2018 0:00:00;1;0;112763;117058;117079
17;24.01.2018 0:00:00;1;0;112001;116164;115702
18;24.01.2018 0:00:00;1;0;109795;113942;114216
19;24.01.2018 0:00:00;1;0;107631;111507;111740
20;24.01.2018 0:00:00;1;0;103617;108847;108783
21;24.01.2018 0:00:00;1;0;98893;104137;104809
22;24.01.2018 0:00:00;1;0;94944;99816;100402
23;24.01.2018 0:00:00;1;0;92399;97089;97771
0;25.01.2018 0:00:00;1;0;91032;96117;96479
1;25.01.2018 0:00:00;1;0;90614;95398;95836
2;25.01.2018 0:00:00;1;0;91268;96277;96303
3;25.01.2018 0:00:00;1;0;93208;98585;98444
4;25.01.2018 0:00:00;1;0;97730;102796;102407
5;25.01.2018 0:00:00;1;0;103869;108457;108194
6;25.01.2018 0:00:00;1;0;108363;112552;112382
7;25.01.2018 0:00:00;1;0;111706;116373;115385
8;25.01.2018 0:00:00;1;0;112210;116675;116369
9;25.01.2018 0:00:00;1;0;111448;116428;115813
10;25.01.2018 0:00:00;1;0;110341;115115;114842
11;25.01.2018 0:00:00;1;0;109164;113762;114565
12;25.01.2018 0:00:00;1;0;109772;114548;114097
13;25.01.2018 0:00:00;1;0;109005;113946;114155
14;25.01.2018 0:00:00;1;0;110100;114976;114688
15;25.01.2018 0:00:00;1;0;111008;115757;115913
16;25.01.2018 0:00:00;1;0;112854;117650;117137
17;25.01.2018 0:00:00;1;0;111661;116296;116358
18;25.01.2018 0:00:00;1;0;109991;114164;113603
19;25.01.2018 0:00:00;1;0;107487;111128;111329
20;25.01.2018 0:00:00;1;0;103611;108590;108534
21;25.01.2018 0:00:00;1;0;98910;103639;104366
22;25.01.2018 0:00:00;1;0;95249;99767;100341
23;25.01.2018 0:00:00;1;0;92735;97780;97868
0;26.01.2018 0:00:00;1;0;91267;95952;96597
1;26.01.2018 0:00:00;1;0;90985;96934;96432
2;26.01.2018 0:00:00;1;0;91307;97524;97575
3;26.01.2018 0:00:00;1;0;93380;99662;99415
4;26.01.2018 0:00:00;1;0;97761;103700;103440
5;26.01.2018 0:00:00;1;0;103543;108803;108829
6;26.01.2018 0:00:00;1;0;107915;112602;112174
7;26.01.2018 0:00:00;1;0;111090;116223;115233
8;26.01.2018 0:00:00;1;0;111697;116364;116207
9;26.01.2018 0:00:00;1;0;111460;116603;115997
10;26.01.2018 0:00:00;1;0;110247;114334;114496
11;26.01.2018 0:00:00;1;0;109722;113730;114058
12;26.01.2018 0:00:00;1;0;109211;113749;113820
13;26.01.2018 0:00:00;1;0;109214;113786;113614
14;26.01.2018 0:00:00;1;0;109374;114861;113984
15;26.01.2018 0:00:00;1;0;110301;114694;114728
16;26.01.2018 0:00:00;1;0;112133;116764;116318
17;26.01.2018 0:00:00;1;0;110808;115486;115387
18;26.01.2018 0:00:00;1;0;108977;113501;113572
19;26.01.2018 0:00:00;1;0;106794;111230;110692
20;26.01.2018 0:00:00;1;0;103284;107515;107996
21;26.01.2018 0:00:00;1;0;98884;104813;104311
22;26.01.2018 0:00:00;1;0;95277;101257;100761
23;26.01.2018 0:00:00;1;0;92320;98235;98258
0;27.01.2018 0:00:00;1;0;90646;96827;97008
1;27.01.2018 0:00:00;1;0;89701;95119;96250
2;27.01.2018 0:00:00;1;0;89432;95753;96627
3;27.01.2018 0:00:00;1;0;90656;97127;96867
4;27.01.2018 0:00:00;1;0;92750;99244;99119
5;27.01.2018 0:00:00;1;0;96058;102673;102451
6;27.01.2018 0:00:00;1;0;99505;106174;105312
7;27.01.2018 0:00:00;1;0;102718;109324;108378
8;27.01.2018 0:00:00;1;0;104956;111016;110354
9;27.01.2018 0:00:00;1;0;105509;111118;110946
10;27.01.2018 0:00:00;1;0;105222;110996;110739
11;27.01.2018 0:00:00;1;0;104713;111064;110265
12;27.01.2018 0:00:00;1;0;104292;110483;110343
13;27.01.2018 0:00:00;1;0;104328;110427;110352
14;27.01.2018 0:00:00;1;0;105031;111604;111417
15;27.01.2018 0:00:00;1;0;107207;113491;113191
16;27.01.2018 0:00:00;1;0;108368;114554;114503
17;27.01.2018 0:00:00;1;0;107554;113236;113448
18;27.01.2018 0:00:00;1;0;106110;111504;111439
19;27.01.2018 0:00:00;1;0;104092;109539;108882
20;27.01.2018 0:00:00;1;0;100773;106415;107233
21;27.01.2018 0:00:00;1;0;97397;102757;103152
22;27.01.2018 0:00:00;1;0;94121;98937;100106
23;27.01.2018 0:00:00;1;0;91270;96271;97387
0;28.01.2018 0:00:00;1;0;89901;95316;95552
1;28.01.2018 0:00:00;1;0;88905;94231;94821
2;28.01.2018 0:00:00;1;0;88471;93935;94819
3;28.01.2018 0:00:00;1;0;88985;94533;94861
4;28.01.2018 0:00:00;1;0;90533;96425;96684
5;28.01.2018 0:00:00;1;0;92571;98851;99263
6;28.01.2018 0:00:00;1;0;95173;101078;101600
7;28.01.2018 0:00:00;1;0;98766;104355;104283
8;28.01.2018 0:00:00;1;0;101272;107146;106181
9;28.01.2018 0:00:00;1;0;102332;107629;107463
10;28.01.2018 0:00:00;1;0;102582;107840;107519
11;28.01.2018 0:00:00;1;0;102131;107343;107281
12;28.01.2018 0:00:00;1;0;102135;107501;107586
13;28.01.2018 0:00:00;1;0;102231;107754;107862
14;28.01.2018 0:00:00;1;0;103642;109027;108705
15;28.01.2018 0:00:00;1;0;106114;111677;111541
16;28.01.2018 0:00:00;1;0;108178;113681;113513
17;28.01.2018 0:00:00;1;0;107756;112755;112694
18;28.01.2018 0:00:00;1;0;106253;111050;111061
19;28.01.2018 0:00:00;1;0;104200;108924;108824
20;28.01.2018 0:00:00;1;0;100281;105104;106106
21;28.01.2018 0:00:00;1;0;96482;101153;101988
22;28.01.2018 0:00:00;1;0;93206;97364;98139
23;28.01.2018 0:00:00;1;0;90436;94808;96138
0;29.01.2018 0:00:00;1;0;88917;94677;95253
1;29.01.2018 0:00:00;1;0;88387;94080;95109
2;29.01.2018 0:00:00;1;0;89097;95372;95167
3;29.01.2018 0:00:00;1;0;91292;97886;97063
4;29.01.2018 0:00:00;1;0;95679;101493;100785
5;29.01.2018 0:00:00;1;0;101991;106810;106488
6;29.01.2018 0:00:00;1;0;106419;110920;110865
7;29.01.2018 0:00:00;1;0;109930;114327;113994
8;29.01.2018 0:00:00;1;0;110835;114994;115236
9;29.01.2018 0:00:00;1;0;110359;114584;114693
10;29.01.2018 0:00:00;1;0;109445;113504;113795
11;29.01.2018 0:00:00;1;0;109169;113620;113386
12;29.01.2018 0:00:00;1;0;108945;113198;113257
13;29.01.2018 0:00:00;1;0;108383;113155;112839
14;29.01.2018 0:00:00;1;0;109181;113753;113611
15;29.01.2018 0:00:00;1;0;110100;114152;114871
16;29.01.2018 0:00:00;1;0;111470;115549;116200
17;29.01.2018 0:00:00;1;0;110506;114291;115004
18;29.01.2018 0:00:00;1;0;108992;112470;112789
19;29.01.2018 0:00:00;1;0;106269;110011;110119
20;29.01.2018 0:00:00;1;0;102327;106523;106932
21;29.01.2018 0:00:00;1;0;97445;101246;102768
22;29.01.2018 0:00:00;1;0;93674;97778;98720
23;29.01.2018 0:00:00;1;0;91003;95490;96245
0;30.01.2018 0:00:00;1;0;89661;94445;95150
1;30.01.2018 0:00:00;1;0;89163;94845;94817
2;30.01.2018 0:00:00;1;0;89395;95346;95170
3;30.01.2018 0:00:00;1;0;91813;97419;97144
4;30.01.2018 0:00:00;1;0;96022;101068;101020
5;30.01.2018 0:00:00;1;0;102034;106467;106246
6;30.01.2018 0:00:00;1;0;105976;110278;110402
7;30.01.2018 0:00:00;1;0;109073;113529;113683
8;30.01.2018 0:00:00;1;0;109340;113429;114678
9;30.01.2018 0:00:00;1;0;109136;113617;113916
10;30.01.2018 0:00:00;1;0;108044;112047;112672
11;30.01.2018 0:00:00;1;0;107681;111759;112441
12;30.01.2018 0:00:00;1;0;107597;111869;112469
13;30.01.2018 0:00:00;1;0;107391;111181;112325
14;30.01.2018 0:00:00;1;0;107815;112187;112812
15;30.01.2018 0:00:00;1;0;109204;113664;113862
16;30.01.2018 0:00:00;1;0;110935;115045;114878
17;30.01.2018 0:00:00;1;0;109755;113739;114131
18;30.01.2018 0:00:00;1;0;107342;111367;111900
19;30.01.2018 0:00:00;1;0;105370;109042;109348
20;30.01.2018 0:00:00;1;0;101528;105591;105720
21;30.01.2018 0:00:00;1;0;96854;101505;101652
22;30.01.2018 0:00:00;1;0;93076;97416;97802
23;30.01.2018 0:00:00;1;0;90359;95170;96488
0;31.01.2018 0:00:00;1;0;88859;94079;95637
1;31.01.2018 0:00:00;1;0;88371;93855;94786
2;31.01.2018 0:00:00;1;0;89085;94695;95352
3;31.01.2018 0:00:00;1;0;90949;97166;97466
4;31.01.2018 0:00:00;1;0;95429;101384;101089
5;31.01.2018 0:00:00;1;0;101609;106238;105936
6;31.01.2018 0:00:00;1;0;105581;110496;109945
7;31.01.2018 0:00:00;1;0;108417;112988;113102
8;31.01.2018 0:00:00;1;0;109420;113221;113796
9;31.01.2018 0:00:00;1;0;108580;112567;113058
10;31.01.2018 0:00:00;1;0;107497;111536;112395
11;31.01.2018 0:00:00;1;0;107430;111710;111653
12;31.01.2018 0:00:00;1;0;107552;111516;111421
13;31.01.2018 0:00:00;1;0;107074;110898;111453
14;31.01.2018 0:00:00;1;0;107672;111840;112000
15;31.01.2018 0:00:00;1;0;108728;113234;113246
16;31.01.2018 0:00:00;1;0;110973;115020;114764
17;31.01.2018 0:00:00;1;0;110017;114665;113990
18;31.01.2018 0:00:00;1;0;108081;112606;112208
19;31.01.2018 0:00:00;1;0;106168;110200;109979
20;31.01.2018 0:00:00;1;0;102193;106286;106610
21;31.01.2018 0:00:00;1;0;97365;101336;102304
22;31.01.2018 0:00:00;1;0;93692;98204;98460
23;31.01.2018 0:00:00;1;0;90987;95693;96675
0;01.02.2018 0:00:00;1;0;89862;95147;95506
1;01.02.2018 0:00:00;1;0;89351;94552;95343
2;01.02.2018 0:00:00;1;0;89666;95505;95878
3;01.02.2018 0:00:00;1;0;92025;97832;98071
4;01.02.2018 0:00:00;1;0;96152;102061;101933
5;01.02.2018 0:00:00;1;0;102046;106797;106722
6;01.02.2018 0:00:00;1;0;106645;110585;110303
7;01.02.2018 0:00:00;1;0;109444;113041;113255
8;01.02.2018 0:00:00;1;0;109764;113496;114551
9;01.02.2018 0:00:00;1;0;109003;112893;113777
10;01.02.2018 0:00:00;1;0;107864;112206;112391
11;01.02.2018 0:00:00;1;0;107816;111516;111822
12;01.02.2018 0:00:00;1;0;107218;111573;112309
13;01.02.2018 0:00:00;1;0;106585;111788;112289
14;01.02.2018 0:00:00;1;0;107299;111612;112401
15;01.02.2018 0:00:00;1;0;108012;111826;112833
16;01.02.2018 0:00:00;1;0;110438;114249;114947
17;01.02.2018 0:00:00;1;0;109718;113368;113967
18;01.02.2018 0:00:00;1;0;108435;112305;112027
19;01.02.2018 0:00:00;1;0;105999;110055;109520
20;01.02.2018 0:00:00;1;0;102415;107103;107157
21;01.02.2018 0:00:00;1;0;97700;102576;103111
22;01.02.2018 0:00:00;1;0;94149;98666;99436
23;01.02.2018 0:00:00;1;0;91449;96067;96879
0;02.02.2018 0:00:00;1;0;90360;95006;95535
1;02.02.2018 0:00:00;1;0;89854;94535;95362
2;02.02.2018 0:00:00;1;0;90457;96239;96156
3;02.02.2018 0:00:00;1;0;92379;97930;98169
4;02.02.2018 0:00:00;1;0;96828;102309;102088
5;02.02.2018 0:00:00;1;0;102503;107558;106745
6;02.02.2018 0:00:00;1;0;106518;111217;110292
7;02.02.2018 0:00:00;1;0;109112;113059;113067
8;02.02.2018 0:00:00;1;0;109978;114086;113854
9;02.02.2018 0:00:00;1;0;109124;113251;113421
10;02.02.2018 0:00:00;1;0;108176;112398;112234
11;02.02.2018 0:00:00;1;0;107323;111204;111512
12;02.02.2018 0:00:00;1;0;107131;112165;112306
13;02.02.2018 0:00:00;1;0;106979;112587;111874
14;02.02.2018 0:00:00;1;0;106886;111583;111567
15;02.02.2018 0:00:00;1;0;107829;111906;112482
16;02.02.2018 0:00:00;1;0;109807;113814;114458
17;02.02.2018 0:00:00;1;0;109142;113561;113604
18;02.02.2018 0:00:00;1;0;107058;111153;111228
19;02.02.2018 0:00:00;1;0;105011;108025;109195
20;02.02.2018 0:00:00;1;0;101745;106625;106980
21;02.02.2018 0:00:00;1;0;97454;102790;103177
22;02.02.2018 0:00:00;1;0;93585;98894;99916
23;02.02.2018 0:00:00;1;0;91021;96419;96259
0;03.02.2018 0:00:00;1;0;89144;93969;94819
1;03.02.2018 0:00:00;1;0;88699;94146;93891
2;03.02.2018 0:00:00;1;0;88253;93359;94193
3;03.02.2018 0:00:00;1;0;89156;94904;95082
4;03.02.2018 0:00:00;1;0;91437;97355;97217
5;03.02.2018 0:00:00;1;0;93907;99798;99876
6;03.02.2018 0:00:00;1;0;97332;103205;102474
7;03.02.2018 0:00:00;1;0;99819;104918;105541
8;03.02.2018 0:00:00;1;0;102249;107512;107286
9;03.02.2018 0:00:00;1;0;102458;107789;107585
10;03.02.2018 0:00:00;1;0;102255;107452;107423
11;03.02.2018 0:00:00;1;0;102014;107077;106794
12;03.02.2018 0:00:00;1;0;101482;106517;106530
13;03.02.2018 0:00:00;1;0;100950;105689;106330
14;03.02.2018 0:00:00;1;0;101954;107385;107387
15;03.02.2018 0:00:00;1;0;103673;108563;108576
16;03.02.2018 0:00:00;1;0;105710;110770;110704
17;03.02.2018 0:00:00;1;0;105244;110494;110358
18;03.02.2018 0:00:00;1;0;103753;108927;108969
19;03.02.2018 0:00:00;1;0;101872;107071;106854
20;03.02.2018 0:00:00;1;0;99123;103983;104097
21;03.02.2018 0:00:00;1;0;95296;100348;100814
22;03.02.2018 0:00:00;1;0;92365;97755;97467
23;03.02.2018 0:00:00;1;0;89424;94543;95312
0;04.02.2018 0:00:00;1;0;87727;93061;93842
1;04.02.2018 0:00:00;1;0;87123;92185;92873
2;04.02.2018 0:00:00;1;0;86776;92130;92742
3;04.02.2018 0:00:00;1;0;87364;92562;93199
4;04.02.2018 0:00:00;1;0;88800;93977;94854
5;04.02.2018 0:00:00;1;0;91357;96841;97191
6;04.02.2018 0:00:00;1;0;93649;98790;99538
7;04.02.2018 0:00:00;1;0;97006;101753;101748
8;04.02.2018 0:00:00;1;0;98963;103802;103789
9;04.02.2018 0:00:00;1;0;99832;104450;104223
10;04.02.2018 0:00:00;1;0;99829;104236;104371
11;04.02.2018 0:00:00;1;0;99551;103768;104309
12;04.02.2018 0:00:00;1;0;99023;104021;104237
13;04.02.2018 0:00:00;1;0;99748;104607;104457
14;04.02.2018 0:00:00;1;0;100425;105427;105479
15;04.02.2018 0:00:00;1;0;102794;108232;107973
16;04.02.2018 0:00:00;1;0;105435;110475;110316
17;04.02.2018 0:00:00;1;0;105174;110001;109925
18;04.02.2018 0:00:00;1;0;103605;108426;108293
19;04.02.2018 0:00:00;1;0;102080;106841;106441
20;04.02.2018 0:00:00;1;0;98801;103388;103306
21;04.02.2018 0:00:00;1;0;94497;99027;99492
22;04.02.2018 0:00:00;1;0;91405;96008;96358
23;04.02.2018 0:00:00;1;0;88845;93759;94835
0;05.02.2018 0:00:00;1;0;87227;92722;93507
1;05.02.2018 0:00:00;1;0;86766;92563;92982
2;05.02.2018 0:00:00;1;0;87476;93524;93636
3;05.02.2018 0:00:00;1;0;89767;95944;95673
4;05.02.2018 0:00:00;1;0;94049;99749;99157
5;05.02.2018 0:00:00;1;0;100160;105233;104814
6;05.02.2018 0:00:00;1;0;103875;107604;108722
7;05.02.2018 0:00:00;1;0;107057;110345;111914
8;05.02.2018 0:00:00;1;0;108418;111910;112957
9;05.02.2018 0:00:00;1;0;108171;111557;111517
10;05.02.2018 0:00:00;1;0;107832;111162;110457
11;05.02.2018 0:00:00;1;0;107325;110673;110365
12;05.02.2018 0:00:00;1;0;107648;111563;111321
13;05.02.2018 0:00:00;1;0;107160;111735;111563
14;05.02.2018 0:00:00;1;0;107456;111314;111519
15;05.02.2018 0:00:00;1;0;107783;111218;112207
16;05.02.2018 0:00:00;1;0;110219;113880;113746
17;05.02.2018 0:00:00;1;0;109366;112800;113109
18;05.02.2018 0:00:00;1;0;107622;110619;110817
19;05.02.2018 0:00:00;1;0;105072;108228;108651
20;05.02.2018 0:00:00;1;0;101694;105670;105619
21;05.02.2018 0:00:00;1;0;96506;100511;101384
22;05.02.2018 0:00:00;1;0;92827;97233;97642
23;05.02.2018 0:00:00;1;0;90424;94861;95389
0;06.02.2018 0:00:00;1;0;89200;93992;94538
1;06.02.2018 0:00:00;1;0;88613;94084;94024
2;06.02.2018 0:00:00;1;0;88870;94993;94563
3;06.02.2018 0:00:00;1;0;91087;97470;96522
4;06.02.2018 0:00:00;1;0;95167;100963;100500
5;06.02.2018 0:00:00;1;0;100954;106239;105202
6;06.02.2018 0:00:00;1;0;104827;110025;108889
7;06.02.2018 0:00:00;1;0;108135;112223;111603
8;06.02.2018 0:00:00;1;0;108979;113043;112566
9;06.02.2018 0:00:00;1;0;108261;112372;112801
10;06.02.2018 0:00:00;1;0;106753;110390;111509
11;06.02.2018 0:00:00;1;0;106387;110120;110665
12;06.02.2018 0:00:00;1;0;106381;111061;111075
13;06.02.2018 0:00:00;1;0;106338;111246;111236
14;06.02.2018 0:00:00;1;0;106231;111188;111238
15;06.02.2018 0:00:00;1;0;107071;111350;111584
16;06.02.2018 0:00:00;1;0;110160;114195;113777
17;06.02.2018 0:00:00;1;0;109480;113511;113286
18;06.02.2018 0:00:00;1;0;107946;111602;111269
19;06.02.2018 0:00:00;1;0;105918;109638;108837
20;06.02.2018 0:00:00;1;0;101849;106045;105942
21;06.02.2018 0:00:00;1;0;97393;101903;101653
22;06.02.2018 0:00:00;1;0;93473;97549;97606
23;06.02.2018 0:00:00;1;0;90921;95633;95973
0;07.02.2018 0:00:00;1;0;89341;94434;95069
1;07.02.2018 0:00:00;1;0;89298;94840;94681
2;07.02.2018 0:00:00;1;0;89686;95260;95093
3;07.02.2018 0:00:00;1;0;92007;97662;97135
4;07.02.2018 0:00:00;1;0;96395;101897;100922
5;07.02.2018 0:00:00;1;0;102225;106585;105935
6;07.02.2018 0:00:00;1;0;106280;109928;109314
7;07.02.2018 0:00:00;1;0;109269;113231;112664
8;07.02.2018 0:00:00;1;0;109816;113557;113577
9;07.02.2018 0:00:00;1;0;108863;112273;112936
10;07.02.2018 0:00:00;1;0;107522;111062;111166
11;07.02.2018 0:00:00;1;0;106886;110407;110555
12;07.02.2018 0:00:00;1;0;106542;110456;111135
13;07.02.2018 0:00:00;1;0;106060;110569;111303
14;07.02.2018 0:00:00;1;0;106363;110543;110864
15;07.02.2018 0:00:00;1;0;107181;111246;110860
16;07.02.2018 0:00:00;1;0;109772;113548;113624
17;07.02.2018 0:00:00;1;0;109741;113206;112793
18;07.02.2018 0:00:00;1;0;107535;110979;110517
19;07.02.2018 0:00:00;1;0;105274;108399;108364
20;07.02.2018 0:00:00;1;0;101204;105475;105644
21;07.02.2018 0:00:00;1;0;96859;100922;101021
22;07.02.2018 0:00:00;1;0;92895;96527;97429
23;07.02.2018 0:00:00;1;0;90659;94733;95644
0;08.02.2018 0:00:00;1;0;89200;94378;94378
1;08.02.2018 0:00:00;1;0;88658;93770;94375
2;08.02.2018 0:00:00;1;0;89579;95226;95235
3;08.02.2018 0:00:00;1;0;91858;97427;97155
4;08.02.2018 0:00:00;1;0;96258;100868;100909
5;08.02.2018 0:00:00;1;0;101777;106032;106323
6;08.02.2018 0:00:00;1;0;105777;110122;109383
7;08.02.2018 0:00:00;1;0;108238;111915;112487
8;08.02.2018 0:00:00;1;0;109470;113604;113379
9;08.02.2018 0:00:00;1;0;108419;112614;112414
10;08.02.2018 0:00:00;1;0;107423;111261;111357
11;08.02.2018 0:00:00;1;0;106764;110949;110571
12;08.02.2018 0:00:00;1;0;106224;111212;111310
13;08.02.2018 0:00:00;1;0;106101;111613;111099
14;08.02.2018 0:00:00;1;0;106225;110819;111104
15;08.02.2018 0:00:00;1;0;107217;110825;111326
16;08.02.2018 0:00:00;1;0;109450;113441;113860
17;08.02.2018 0:00:00;1;0;109440;113446;113328
18;08.02.2018 0:00:00;1;0;107780;111714;111348
19;08.02.2018 0:00:00;1;0;105636;109295;108821
20;08.02.2018 0:00:00;1;0;101443;105319;105758
21;08.02.2018 0:00:00;1;0;97250;101353;101151
22;08.02.2018 0:00:00;1;0;93331;97033;97638
23;08.02.2018 0:00:00;1;0;90760;95138;95738
0;09.02.2018 0:00:00;1;0;89685;94615;94884
1;09.02.2018 0:00:00;1;0;88805;94368;94541
2;09.02.2018 0:00:00;1;0;89502;95085;95263
3;09.02.2018 0:00:00;1;0;91642;97435;97362
4;09.02.2018 0:00:00;1;0;95966;101861;101240
5;09.02.2018 0:00:00;1;0;101695;106608;105955
6;09.02.2018 0:00:00;1;0;105629;109820;109403
7;09.02.2018 0:00:00;1;0;108771;112740;112428
8;09.02.2018 0:00:00;1;0;109434;113355;113371
9;09.02.2018 0:00:00;1;0;109158;112885;112727
10;09.02.2018 0:00:00;1;0;107941;111881;111506
11;09.02.2018 0:00:00;1;0;107246;111233;111362
12;09.02.2018 0:00:00;1;0;106636;111160;111575
13;09.02.2018 0:00:00;1;0;106336;111219;111411
14;09.02.2018 0:00:00;1;0;106242;110707;111232
15;09.02.2018 0:00:00;1;0;107193;110954;111446
16;09.02.2018 0:00:00;1;0;109389;113316;113490
17;09.02.2018 0:00:00;1;0;109171;113103;113008
18;09.02.2018 0:00:00;1;0;107141;110481;111142
19;09.02.2018 0:00:00;1;0;105019;108771;108877
20;09.02.2018 0:00:00;1;0;101690;106492;106151
21;09.02.2018 0:00:00;1;0;97333;102065;102455
22;09.02.2018 0:00:00;1;0;94224;99228;98664
23;09.02.2018 0:00:00;1;0;91403;97223;96737
0;10.02.2018 0:00:00;1;0;89641;95747;95166
1;10.02.2018 0:00:00;1;0;88726;94865;94861
2;10.02.2018 0:00:00;1;0;88725;95193;94797
3;10.02.2018 0:00:00;1;0;89752;96293;95971
4;10.02.2018 0:00:00;1;0;91644;98607;98224
5;10.02.2018 0:00:00;1;0;94776;101542;101193
6;10.02.2018 0:00:00;1;0;97408;103684;103865
7;10.02.2018 0:00:00;1;0;101065;106903;106339
8;10.02.2018 0:00:00;1;0;102833;108564;108263
9;10.02.2018 0:00:00;1;0;102615;108317;108516
